Title,URL,First published,State,Total
Derivation and Applications of a Generalized Oldroyd Constitutive Model,http://scholar.colorado.edu/chbe_gradetds/126,2018-12-20,published,0
Derivation and Applications of a Generalized Oldroyd Constitutive Model,http://scholar.colorado.edu/chbe_gradetds/108,2017-10-06,published,6
Derivation of Solar Insolation Estimates from LiDAR,http://scholar.colorado.edu/honr_theses/622,2014-07-24,published,27
"Dermatoglyphic Asymmetries, Symptoms, and Cognitive Function in Adolescents at Ultrahigh-risk for Psychotic Disorders.",http://scholar.colorado.edu/honr_theses/840,2015-04-29,published,64
Desaguar,http://scholar.colorado.edu/engl_gradetds/6,2016-03-18,published,10
Descent of Kings,http://scholar.colorado.edu/engl_gradetds/106,2017-11-20,withdrawn,74
Descent of Kings,http://scholar.colorado.edu/engl_gradetds/118,2018-12-06,published,6
"Describing the Genetic Diversity and Population Relationships of the Montane Subspecies of Gunnisons Prairie Dog, Cynomys Gunnisoni Gunnisoni.",http://scholar.colorado.edu/ebio_gradetds/112,2018-10-11,published,17
"Describing, Predicting & Impacting Speech and Language Development in Young Children with Hearing Loss",http://scholar.colorado.edu/slhs_gradetds/35,2017-05-08,published,13
Description of the Reachability Set Adaptive Mesh Algorithm ; CU-CS-1090-12,http://scholar.colorado.edu/csci_techreports/1019,2014-08-27,published,4
Design Considerations for a Visual Language for Communications ; CU-CS-536-91,http://scholar.colorado.edu/csci_techreports/516,2014-08-27,published,1
Design Possibilities for Zeus: The Tool Object Manager for Arcadia ; CU-CS-318-86,http://scholar.colorado.edu/csci_techreports/313,2014-08-27,published,2
Design Procedure for Linear Series-Fed Arrays of Microstrip Patches Covered with a Thick Dielectric Layer,http://scholar.colorado.edu/elmimi/120,2015-09-13,published,21
Design Tools and Data Visualization,http://scholar.colorado.edu/learnerslunch/2016/Spring/4,2016-02-23,published,12
Design and Analysis of Series-Fed Arrays of Gap-Coupled Rectangular Microstrip Patches,http://scholar.colorado.edu/elmimi/128,2015-09-13,published,2
Design and Application of Nanogel-Based Polymer Networks,http://scholar.colorado.edu/chbe_gradetds/82,2017-03-30,published,15
Design and Characterization of a New Pulsed Molecular-Beam Valve,http://scholar.colorado.edu/honr_theses/1147,2016-05-12,published,88
Design and Construction of a 3D Velocity Map Imaging Spectrometer,http://scholar.colorado.edu/honr_theses/1479,2017-05-04,published,31
Design and Control of a Modular Resonant DC-DC Converter for Point-of-Load Applications,http://scholar.colorado.edu/ecen_gradetds/3,2015-05-26,published,231
Design and Development of Room Temperature Ionic Liquid-Based Epoxy-Amine Resins and Ion Gels for Membrane-Based CO2 Separations,http://scholar.colorado.edu/chbe_gradetds/76,2017-03-17,published,25
Design and Development of a Droplet Mass Spectrometer,http://scholar.colorado.edu/chem_gradetds/29,2016-07-11,published,7
Design and Development of a Mobile Reduced Gravity Cart,http://scholar.colorado.edu/iphy_gradetds/64,2017-11-20,published,3
Design and Development of a Mobile Reduced Gravity Cart (MRGC),http://scholar.colorado.edu/iphy_gradetds/87,2018-12-06,published,0
Design and Empirical Evaluation of Interactive and Interpretable Machine Learning,http://scholar.colorado.edu/csci_gradetds/163,2018-10-11,published,46
Design and Evaluation of New Mixed-Matrix Membranes for CO2/CH4 Separations,http://scholar.colorado.edu/chbe_gradetds/110,2018-03-29,published,19
Design and Evaluation of a Mobile Snack Application for Low Socioeconomic Status Families,http://scholar.colorado.edu/csci_gradetds/78,2017-01-18,published,12
"Design and Evaluation of a Support Service for Mobile, Wireless Publish/Subscribe Applications ; CU-CS-944-03",http://scholar.colorado.edu/csci_techreports/886,2014-08-27,published,3
Design and Experimental Evaluation of a Single Incision Laparoscopic Surgery Camera System for Minimally Invasive Surgery,http://scholar.colorado.edu/mcen_gradetds/25,2016-07-11,published,8
Design and Materials Innovations in Emergent Solid Batteries,http://scholar.colorado.edu/mcen_gradetds/130,2017-08-13,published,24
Design and Optimization of Phononic Crystals and Metamaterials for Flow Control and Other Applications,http://scholar.colorado.edu/asen_gradetds/99,2017-03-28,published,20
Design and Qualication of an Upstream Gust Generator in a Low-Speed Wind Tunnel,http://scholar.colorado.edu/asen_gradetds/196,2018-05-21,published,20
"Design and Synthesis of Ferroelectric Liquid Crystals: 1) Studies on the de Vries Phase, and 2) Bent-core Achiral Ferroelectrics",http://scholar.colorado.edu/chem_gradetds/38,2016-07-28,published,19
Design and Synthesis of Immune Signaling Modulators,http://scholar.colorado.edu/chem_gradetds/215,2017-10-22,published,12
Design and Synthesis of Immune Signaling Modulators,http://scholar.colorado.edu/chem_gradetds/281,2018-12-06,published,2
Design and Synthesis of New Type I Bicontinuous Cubic Lyotropic Liquid Crystal Monomers Based on the Gemini Framework for Molecular-Size Separation Applications,http://scholar.colorado.edu/chem_gradetds/104,2017-01-27,published,14
Design and Synthesis of Potential TLR7 and TLR8 Inhibitors,http://scholar.colorado.edu/chem_gradetds/245,2018-10-11,published,14
Design and Synthesis of Shape-Persistent Arylene-Ethynylene Covalent Organic Polyhedrons through Alkyne Metathesis and Their Fullerene-Binding Study,http://scholar.colorado.edu/chem_gradetds/6,2015-03-12,published,26
Design and Synthesis of Toll-Like Receptor 8 Inhibitors: Optimizing the Potential Drugs for Autoimmune Diseases,http://scholar.colorado.edu/honr_theses/1720,2018-09-19,published,22
Design and development of multilayer vascular graft,http://scholar.colorado.edu/mcen_gradetds/35,2016-08-18,published,17
Design of Backing Layers for Pyramid Absorberst to Minimize Low Frequency Reflection,http://scholar.colorado.edu/elmimi/125,2015-09-13,published,2
Design of Heterogeneous Network Structures Through Polymerization Induced Phase Separation,http://scholar.colorado.edu/chbe_gradetds/67,2017-03-02,published,15
Design of Stacked Swithced Capacitor Energy Buffers for Offline LED Drivers,http://scholar.colorado.edu/ecen_gradetds/104,2017-03-07,published,38
Design of Structures for Wind Vibration Energy Harvesting and Seismic Vibration Mitigation,http://scholar.colorado.edu/cven_gradetds/87,2017-10-30,published,33
Design of Structures for Wind Vibration Energy Harvesting and Seismic Vibration Mitigation,http://scholar.colorado.edu/cven_gradetds/396,2018-12-06,published,5
Design of Triply-Resonant Microphotonic Parametric Oscillators Based on Kerr Nonlinearity,http://scholar.colorado.edu/libr_oafund/6,2014-08-13,published,10
Design of a Computational Biomarker for Epileptogenesis: A Machine Learning Approach,http://scholar.colorado.edu/ecen_gradetds/131,2017-06-07,published,11
Design of a Constraint-Based Hypertext System to Augment Human Reasoning ; CU-CS-423-89,http://scholar.colorado.edu/csci_techreports/406,2014-08-27,published,1
Design of a Low side Lobe short Series-fed Linear Array of Microstrip Patches,http://scholar.colorado.edu/elmimi/113,2015-09-13,published,22
Design of a Novel Microreactor to Study Short Residence Time Combustion,http://scholar.colorado.edu/mcen_gradetds/149,2018-05-05,published,18
Design of a Scalable Event Notification Service: Interface and Architecture ; CU-CS-863-98,http://scholar.colorado.edu/csci_techreports/811,2014-08-27,published,4
Design of a System for Anomaly Detection in HAL/S Programs ; CU-CS-151-79,http://scholar.colorado.edu/csci_techreports/149,2014-08-27,published,0
Design of an Air-Breathing Electric Thruster for CubeSat Applications,http://scholar.colorado.edu/asen_gradetds/169,2017-10-22,published,45
Design of an Air-Breathing Electric Thruster for Cubesat Applications,http://scholar.colorado.edu/asen_gradetds/227,2018-12-06,published,1
Design of an Electro-Optic Modulator for High Speed Communications,http://scholar.colorado.edu/tlen_gradetds/22,2017-09-02,published,9
"Design, Construction and Measurement of a 3 dB Dielectric Directional Coupler",http://scholar.colorado.edu/elmimi/88,2014-10-10,published,3
"Design, Development, and Evaluation of Thin-Film Composite Bicontinuous Cubic Lyotropic Liquid Crystal Polymer Membranes for Water Filtration Applications cost",http://scholar.colorado.edu/chbe_gradetds/61,2017-02-03,published,4
"Design, Development, and Verification of an Automated Pain Measurement Device",http://scholar.colorado.edu/mcen_gradetds/73,2017-01-20,published,13
"Design, Implementation, and Evaluation of a Compilation Server ; CU-CS-978-04",http://scholar.colorado.edu/csci_techreports/916,2014-08-27,published,7
"Design, Modeling and Control of a Soft SMA-Actuated Biomimetic Robot with Functional Skin",http://scholar.colorado.edu/mcen_gradetds/127,2017-08-12,published,30
"Design, Synthesis a nd Characterization of Ruthenium Polypyridyl Complexes Towards Structural and Conformational Control of Intramolecular Electron Transfer",http://scholar.colorado.edu/chem_gradetds/62,2016-10-14,published,4
"Design, Synthesis and Gas Adsorption Study of Porous Organic Polymers (POPs) and Covalent Organic Frameworks (COFs) Through Dynamic Covalent Chemistry",http://scholar.colorado.edu/chem_gradetds/193,2017-06-04,published,85
"Design, Synthesis, and Characterization of New Imidazolium-Based Ionic Liquid Crystals and Ionic Liquid Crystal Monomers",http://scholar.colorado.edu/chem_gradetds/188,2017-05-26,withdrawn,31
"Design, Synthesis, and Evaluation of New Ionic Liquid-based Solvents, Polymers, and Composites for Enhanced Membrane-based CO2/Light Gas Separations",http://scholar.colorado.edu/chbe_gradetds/13,2016-07-27,published,5
"Design, Synthesis, and Structure-Property Relationship Study of Shape-Persistent Phenylene Vinylene Macrocycles and Porphyrin-based Molecular Cages through Dynamic Covalent Chemistry",http://scholar.colorado.edu/chem_gradetds/113,2017-02-03,published,10
"Design, Synthesis, and Thermotropic Liquid Crystal Behavior of Novel Tris(imidazolium) Ionic Organic Compounds",http://scholar.colorado.edu/chem_gradetds/117,2017-02-07,published,20
"Designed by Nature: Transportation, Tourism, and the Transformation of Glenwood Canyon",http://scholar.colorado.edu/honr_theses/472,2014-06-23,published,40
Designers and Their Tools: Computer Support for Domain Construction ; CU-CS-801-96,http://scholar.colorado.edu/csci_techreports/753,2014-08-27,published,1
"Designing Materials for Inorganic and Living Photocatalytic Systems for Air, Water, and Co2 Reduction from Sunlight",http://scholar.colorado.edu/chem_gradetds/236,2018-05-22,published,53
Designing Science Learning Environments That Support Emerging Bilingual Students to Problematize Electrical Phenomena,http://scholar.colorado.edu/educ_gradetds/98,2018-04-19,published,12
Designing Transition Metal Surfaces for Their Adsorption Properties and Chemical Reactivity,http://scholar.colorado.edu/mcen_gradetds/3,2015-05-26,published,97
Designing User Interfaces Using Agentsheets ; CU-CS-517-91,http://scholar.colorado.edu/csci_techreports/497,2014-08-27,published,0
Designing Wearable Assistive Computing Devices to Support Social Acceptability and Personal Expression,http://scholar.colorado.edu/csci_gradetds/138,2017-10-13,published,31
Designing a Finite-Time Mixer: Optimizing Stirring for Two-Dimensional Maps,http://scholar.colorado.edu/appm_facpapers/5,2017-09-01,published,15
Designing a Finite-Time Mixer: Optimizing Stirring for Two-Dimensional Maps,http://scholar.colorado.edu/appm_gradetds/119,2018-11-01,published,2
Designing a Finite-Time Mixer: Optimizing Stirring for Two-Dimensional Maps,http://scholar.colorado.edu/appm_gradetds/94,2017-10-31,published,1
Designing an Immersive World: Exploring Theme Parks through Hayao Miyazaki's Spirited Away,http://scholar.colorado.edu/honr_theses/1738,2018-09-20,published,44
Designing and Developing an Early Identification and Early Intervention Program for,http://scholar.colorado.edu/slhs_gradetds/5,2016-07-15,published,9
Designing for Consensus and the Standards for Mathematical Practice,http://scholar.colorado.edu/educ_gradetds/121,2019-01-28,published,1
Designing for Environmental Stewardship in Formal and Non-Formal Learning,http://scholar.colorado.edu/honr_theses/1341,2017-05-03,published,44
Designing for Teacher-Student Relationships: an Investigation into the Emotional and Relational Dimensions of Co-Design,http://scholar.colorado.edu/educ_gradetds/105,2018-11-01,published,12
Designing global climate and atmospheric chemistry simulations for 1 and 10 km diameter asteroid impacts using the properties of ejecta from the K-Pg impact,http://scholar.colorado.edu/atoc_facpapers/10,2018-03-23,published,1
Designing the Design Experience: Identifying Factors of Student Motivation in Project-based Learning and Project-Based Service-learning,http://scholar.colorado.edu/mcen_gradetds/86,2017-02-21,published,39
"Desire-Based Theories of Reasons, Pleasure, and Welfare",http://scholar.colorado.edu/phil_facpapers/3,2015-08-17,published,283
Destruction of Invariant Tori in Volume-Preserving Maps,http://scholar.colorado.edu/appm_gradetds/36,2017-01-04,published,25
"Detailed Core Facies Analysis and Well Log Response in the Mesaverde Group, Eastern Greater Natural Buttes Field, Uinta Basin, Utah",http://scholar.colorado.edu/geol_gradetds/93,2017-03-09,published,78
Detectability Thresholds and Optimal Algorithms for Community Structure in Dynamic Networks,http://scholar.colorado.edu/csci_facpapers/5,2018-03-15,published,4
"Detectability of Objects in the Vicinity of Two-wire Intrusion Sensing Systems, Theoretical Studies",http://scholar.colorado.edu/elmimi/54,2014-10-10,published,8
Detecting Deception in Text: A Corpus-Driven Approach,http://scholar.colorado.edu/csci_gradetds/42,2016-09-21,published,81
Detecting Errors in Programs ; CU-CS-149-79,http://scholar.colorado.edu/csci_techreports/147,2014-08-27,published,2
Detecting Left-Most Periodicities ; CU-CS-357-87,http://scholar.colorado.edu/csci_techreports/343,2014-08-27,published,0
Detecting Phases in Cache-miss Traces with Wavelets ; CU-CS-1071-10,http://scholar.colorado.edu/csci_techreports/1000,2014-08-27,published,4
Detecting Thermal Cloaks via Transient Effects.,http://scholar.colorado.edu/mcen_facpapers/7,2018-02-21,published,5
Detecting User Frustration From Smartphone Sensors: A Multimodal Classification Approach,http://scholar.colorado.edu/eeng_gradetds/10,2017-04-18,published,18
Detecting long-term changes in point-source fossil CO2 emissions with tree ring archives,http://scholar.colorado.edu/cires_facpapers/17,2018-03-12,published,0
Detection and Characterization of Ice Surface Elevation Profiles from Micropulse Photon-Counting Lidar Data,http://scholar.colorado.edu/appm_gradetds/100,2018-05-21,published,4
Detection of Extragalactic Magnetic Fields through analysis of Photon Arrival Directions,http://scholar.colorado.edu/honr_theses/1643,2018-08-10,published,13
Deterioration of Multi-Functional Cementitious Materials in Nuclear Power Plants,http://scholar.colorado.edu/cven_gradetds/360,2018-10-11,published,5
Determinants in K-theory and operator algebras,http://scholar.colorado.edu/math_gradetds/35,2017-03-12,published,38
Determinants of Manual Dexterity in Young Adults,http://scholar.colorado.edu/iphy_gradetds/38,2017-03-07,published,12
Determinants of Science Policy Change and the Need for Reform in Congressional Decision- Making and Political Science Research,http://scholar.colorado.edu/honr_theses/987,2015-11-19,published,50
Determination of Tidal Response of the Moon with Fully Three-dimensional Elastic and Density Structures Using a Perturbation Method,http://scholar.colorado.edu/phys_gradetds/152,2017-04-29,published,8
Determining Differential Expression Patterns of MicroRNAs in Mammalian Skin by In Situ Hybridization,http://scholar.colorado.edu/honr_theses/580,2014-07-24,published,46
Determining Feasibility of a Set of Nonlinear Inequality Constraints ; CU-CS-172-80,http://scholar.colorado.edu/csci_techreports/170,2014-08-27,published,16
Determining Global Ionospheric Conductivity in the Satellite and Data Assimilation Age and Assessing its Influence on the Magnetosphere-Ionosphere-Thermosphere System,http://scholar.colorado.edu/asen_gradetds/134,2017-05-23,published,28
Determining Oxygen’s Effects on Multifunctional Alcohol Decomposition on Pd(111),http://scholar.colorado.edu/chbe_gradetds/66,2017-02-24,published,8
Determining the role of Wnt signaling during BDNF-induced cortical neuron growth and dendritic spine formation,http://scholar.colorado.edu/mcdb_gradetds/13,2016-10-21,published,8
Deus Ex Machina: Towards an Aesthetics of Autonomous and Semi-Autonomous Machines,http://scholar.colorado.edu/thtr_gradetds/25,2016-12-22,published,37
Developing Accessible Physics Simulations for Students with Vision Impairments,http://scholar.colorado.edu/honr_theses/1128,2016-05-12,published,70
Developing Digital Scholars: From the ivory tower to the Twittersphere,http://scholar.colorado.edu/libr_facpapers/70,2016-11-04,published,48
Developing Modular Software for Unconstrained Optimization ; CU-CS-148-79,http://scholar.colorado.edu/csci_techreports/146,2014-08-27,published,0
Developing Psycholinguistic Models of Subject-Verb Agreement in Speech Production: New Data from Shipibo-Konibo Relative Clauses,http://scholar.colorado.edu/cril/vol22/iss1/2,2018-09-19,published,4
Developing a Measure of Moral Judgment in Music Education,http://scholar.colorado.edu/mued_gradetds/5,2017-08-08,published,12
Developing a Multimedia Browsing System Based on Cohesion ; CU-CS-881-99,http://scholar.colorado.edu/csci_techreports/828,2014-08-27,published,1
Developing a complete system architecture for sensor networking,http://scholar.colorado.edu/csci_ugrad/2,2014-08-26,published,4
Developing a hydrogel culture system to promote satellite cell self-renewal,http://scholar.colorado.edu/honr_theses/60,2014-06-06,published,11
Developing an Evolutionary Roadmap to High Lipid Accumulating Diatoms: A Systematic Appraisal of Amphora Sensu Lato,http://scholar.colorado.edu/ebio_gradetds/81,2017-05-23,published,11
Developing and Debugging Algebraic Specifications for Java Classes ; CU-CS-984-04,http://scholar.colorado.edu/csci_techreports/921,2014-08-27,published,4
Developing and exploring a theory for the lateral erosion of bedrock channels for use in landscape evolution models,http://scholar.colorado.edu/geol_facpapers/27,2019-01-04,published,1
Developing optimal mass matrices for membrane triangles with corner drilling freedoms,http://scholar.colorado.edu/asen_gradetds/62,2016-12-15,published,11
Development and Analysis of Volume Multi-Sphere Method Model Generation Using Electric Field Fitting,http://scholar.colorado.edu/asen_gradetds/175,2017-10-31,published,10
Development and Analysis of Volume Multi-Sphere Method Model Generation Using Electric Field Fitting,http://scholar.colorado.edu/asen_gradetds/224,2018-12-06,published,0
Development and Application of Extreme Ultraviolet Light Sources - Harnessing Novel Geometries of High-Harmonic Generation and Using Photoelectron Spectroscopy to Study Nanoparticle Dynamics,http://scholar.colorado.edu/phys_gradetds/249,2018-11-01,published,16
Development and Application of Genetically-Encoded Sensors to Study the Role of Zinc in Biology,http://scholar.colorado.edu/chem_gradetds/109,2017-01-31,published,5
Development and Application of Spaceflight Performance Shaping Factors for Human Reliability Analysis,http://scholar.colorado.edu/asen_gradetds/47,2016-09-23,published,14
Development and Application of a Control Analytic Tool for Evaluating Automated Residential Smart Grid Control Strategies,http://scholar.colorado.edu/cven_gradetds/209,2018-06-25,published,1
Development and Application of a Numerical Framework for Improving Building Foundation Heat Transfer Calculations,http://scholar.colorado.edu/cven_gradetds/125,2018-03-02,published,10
Development and Application of an Oxidation Flow Reactor to Study Secondary Organic Aerosol Formation from Ambient Air,http://scholar.colorado.edu/chem_gradetds/224,2017-11-20,published,21
Development and Application of an Oxidation Flow Reactor to Study Secondary Organic Aerosol Formation from Ambient Air,http://scholar.colorado.edu/chem_gradetds/280,2018-12-06,published,0
Development and Applications of Soliton Perturbation Theory,http://scholar.colorado.edu/appm_gradetds/18,2016-07-21,published,46
Development and Characterization of Covalent Adaptable Networks for Functional Polymeric Materials,http://scholar.colorado.edu/chbe_gradetds/104,2017-07-07,published,56
Development and Characterization of Improved Red Fluorescent Protein Variants,http://scholar.colorado.edu/chem_gradetds/238,2018-05-22,published,55
Development and Characterization of Porous and Patterned Hydrogel Scaffolds for Cardiac Muscle Tissue Engineering,http://scholar.colorado.edu/chbe_gradetds/4,2016-05-17,published,12
Development and Characterization of an Osteochondral Tissue Engineering Strategy Utilizing Biochemical and Biomechanical Cues to Guide hMSC Differentiation in PEG-­‐based Hydrogels,http://scholar.colorado.edu/chbe_gradetds/46,2016-12-30,published,8
Development and Evaluation of Chemical Probes for the Study of Histone Demethylases,http://scholar.colorado.edu/chem_gradetds/174,2017-05-08,published,8
Development and Evaluation of Novel Triazospirocycles as Histone Demethylase Inhibitors,http://scholar.colorado.edu/chem_gradetds/261,2018-11-01,published,1
Development and Evaluation of Novel Triazospirocycles as Histone Demethylase Inhibitors,http://scholar.colorado.edu/chem_gradetds/228,2017-12-04,published,8
Development and Illustration of a Risk-Based Framework for Use by the Colorado Department of Transportation for Built Facilities,http://scholar.colorado.edu/cven_gradetds/444,2019-01-28,published,0
Development and Implementation of Clickable Amino Acids,http://scholar.colorado.edu/chbe_gradetds/31,2016-11-03,published,58
Development and Testing of a Time-Resolved Personal Ozone Monitor,http://scholar.colorado.edu/cven_gradetds/324,2018-07-19,published,0
Development and Use of Negative-Ion Proton-Transfer Chemical-Ionization Mass Spectrometry for the Measurement of Gas-Phase Acids,http://scholar.colorado.edu/chem_gradetds/34,2016-07-19,published,17
Development and Utilization of ARPES to Study Strong Spin-Orbit Coupled Materials,http://scholar.colorado.edu/phys_gradetds/154,2017-04-29,withdrawn,24
Development and Validation of Operant Cocaine Self-Administration in Rodents,http://scholar.colorado.edu/honr_theses/570,2014-07-24,published,12
Development and Validation of a Postural Controller for Advanced Myoelectric Prosthetic Hands,http://scholar.colorado.edu/mcen_gradetds/84,2017-02-18,withdrawn,0
Development and Validation of a Postural Controller for Advanced Myoelectric Prosthetic Hands,http://scholar.colorado.edu/mcen_gradetds/2,2015-05-26,published,45
Development of 2-D-MAX-DOAS and Retrievals of Trace Gases and Aerosols Optical Properties,http://scholar.colorado.edu/chem_gradetds/208,2017-10-03,published,12
Development of Adaptive Coordination for Proactive and Reactive Control and the Influence of Worry on this Process,http://scholar.colorado.edu/honr_theses/1765,2018-11-30,published,4
Development of Cavity Enhanced Differential Optical Absorption Spectroscopy (CE-DOAS) and application to laboratory and field measurements of trace gases and aerosols,http://scholar.colorado.edu/chem_gradetds/90,2017-01-06,published,23
Development of Data and Modeling Tools for Understanding and Forecasting Indonesian Hydroclimate,http://scholar.colorado.edu/cven_gradetds/64,2017-09-28,published,6
Development of Earth Abundant Materials for Solar Energy Conversion Using Combinatorial Experimentation,http://scholar.colorado.edu/ecen_gradetds/106,2017-03-17,published,25
Development of Educational Software for the Design of Slender Reinforced Concrete Columns,http://scholar.colorado.edu/cven_gradetds/22,2017-01-18,published,23
Development of Engineering Continuum Models for Seismic Soil-Foundation Interaction,http://scholar.colorado.edu/cven_gradetds/42,2017-09-16,published,15
"Development of Frequency Comb Velocity-Modulation Spectroscopy, Spectroscopy of HfF+ and the JILA eEDM Experiment",http://scholar.colorado.edu/phys_gradetds/48,2016-08-17,published,3
Development of Inhalable Dry Powder Antibiotics and On-Bead Transcription Strategies,http://scholar.colorado.edu/chem_gradetds/43,2016-07-28,published,8
Development of Jurkat lymphocytes as a model to study the role of Zn2+ in T-cell immune function,http://scholar.colorado.edu/honr_theses/1396,2017-05-03,published,57
Development of Low-Cost Sensing Technologies for Measuring Air Quality,http://scholar.colorado.edu/mcen_gradetds/152,2018-05-22,published,12
Development of New Functional Ammonium-Based Ionic Liquid Coating Materials for Organic Hazard Mitigation,http://scholar.colorado.edu/chem_gradetds/253,2018-10-11,published,15
Development of Optical Spectroscopic Instruments and Application to Field Measurements of Marine Trace Gases,http://scholar.colorado.edu/chem_gradetds/14,2015-05-18,published,14
Development of Photodegradable Hydrogel Platforms for Cardiomyocyte Culture,http://scholar.colorado.edu/honr_theses/775,2015-04-28,published,89
Development of Polyimine-Based Dynamic Covalent Networks: From Malleable Polymers to High-Performance Composites,http://scholar.colorado.edu/chem_gradetds/171,2017-04-28,published,77
Development of Small Molecule as Toll-like Receptor 1/2 Agonist,http://scholar.colorado.edu/honr_theses/368,2014-06-23,published,23
Development of Solid Solution Materials for Solar Energy Conversion,http://scholar.colorado.edu/chem_gradetds/166,2017-04-13,published,8
Development of Time-Domain Green’s Functions and Boundary Element Techniques for Transient Elastodynamics of Multi-Layered Media,http://scholar.colorado.edu/cven_gradetds/413,2019-01-28,published,5
Development of a Chemical Separation Framework for Effects-Directed Analysis of Water and Wastewater,http://scholar.colorado.edu/cven_gradetds/345,2018-10-11,published,8
Development of a Compact Cold-Atom Atomic Clock Based on Coherent Population Trapping,http://scholar.colorado.edu/phys_gradetds/124,2017-03-03,published,91
"Development of a High Energy, kHz, Mid-Infrared OPCPA Laser for keV High Harmonic Generation",http://scholar.colorado.edu/phys_gradetds/131,2017-03-10,published,24
Development of a Modular Synthesis of Rigid Polyacene Dimers for Mechanistic Exploration of Singlet Fission,http://scholar.colorado.edu/chem_gradetds/263,2018-11-01,published,4
"Development of a Novel Lewis Acid for Intramolecular Vinylogous Aldol Reactions, its Application to the Synthesis of (+)-Peloruside A, and Design and Synthesis of Lanthanide-Binding Nucleosides for Solution Phase Characterization of RNA by NMR",http://scholar.colorado.edu/chem_gradetds/70,2016-11-03,published,8
Development of a Postgraduate Midwifery Program for the Sudan,http://scholar.colorado.edu/print_theses/145,2015-07-08,published,33
Development of a Simplified Heat and Moisture Transfer Model for Residential Buildings,http://scholar.colorado.edu/cven_gradetds/82,2017-10-30,published,102
Development of a Simplified Heat and Moisture Transfer Model for Residential Buildings,http://scholar.colorado.edu/cven_gradetds/377,2018-12-06,published,7
Development of a digital mobile solar tracker,http://scholar.colorado.edu/cires_facpapers/3,2018-01-30,published,8
Development of an Extractive Membrane Photobioreactor to Harvest Secreted Fuel Precursors and Metabolites from Microalgae,http://scholar.colorado.edu/chbe_gradetds/58,2017-01-30,published,9
Development of an Extreme Ultraviolet Frequency Comb for Precision Spectroscopy,http://scholar.colorado.edu/phys_gradetds/47,2016-08-10,published,19
Development of an Ultraviolet Point-of-Use Device for Household Disinfection,http://scholar.colorado.edu/cven_gradetds/32,2017-09-16,published,4
Development of the Speech Intelligibility Index (SII) for Korean,http://scholar.colorado.edu/slhs_gradetds/27,2017-03-03,published,23
"Development, Fabrication, and Experimental Study of Flat Polymer Micro Heat Pipes",http://scholar.colorado.edu/mcen_gradetds/37,2016-09-20,published,14
Developmental Changes in Sleep Oscillations during Early Childhood.,http://scholar.colorado.edu/iphy_facpapers/20,2018-06-25,published,0
Developmental Changes in Sleep Spindle Characteristics and Sigma Power across Early Childhood,http://scholar.colorado.edu/libr_oafund/42,2017-08-03,published,3
"Developmental Fusion: Chinese Investment, Resource Nationalism, and the Distributive Politics of Uranium Mining in Namibia",http://scholar.colorado.edu/geog_gradetds/124,2018-10-11,published,23
Developmental Transitions in Private Speech: Implications for Real World Executive Function,http://scholar.colorado.edu/honr_theses/1096,2016-05-11,published,46
Deviant Sympathies and the Obstruction of Knowledge in Victorian Literature and Gynecology,http://scholar.colorado.edu/engl_gradetds/37,2016-12-15,published,27
Device Physics and Material Science of Organic Electrochemical Transistors,http://scholar.colorado.edu/ecen_gradetds/151,2018-04-02,published,53
Device drivers for space-qualified flash devices,http://scholar.colorado.edu/csci_ugrad/3,2014-08-26,published,5
"Device for Controlling the Electric, Magnetic and Electromagnetic Fields in Biological Incubators",http://scholar.colorado.edu/ecen_gradetds/66,2016-12-21,published,3
Devices and Systems-on-Chip for Photonic Communication Links in a Microprocessor,http://scholar.colorado.edu/ecen_gradetds/139,2017-10-03,published,29
"Dew Formation and Water Availability at High Elevation in the Atacama Desert, Chile",http://scholar.colorado.edu/honr_theses/192,2014-06-06,published,13
Dharma Kings and Flying Women: Buddhist Epistemologies in Early Twentieth-Century Indian and British Writing,http://scholar.colorado.edu/engl_gradetds/102,2017-10-09,published,20
Dharma Kings and Flying Women: Buddhist Epistemologies in Early Twentieth-Century Indian and British Writing,http://scholar.colorado.edu/engl_gradetds/119,2018-12-06,published,0
Diagnosing the Prominence-Cavity Connection in the Solar Corona,http://scholar.colorado.edu/astr_gradetds/25,2016-12-30,published,8
Diagnostic of students' misconceptions using the Biological Concepts Instrument (BCI): A method for conducting an educational needs assessment.,http://scholar.colorado.edu/mcdb_facpapers/49,2018-05-21,published,0
Dialectical Critique and Secularism: Hegel and the Dialectic of Enlightenment,http://scholar.colorado.edu/coml_gradetds/8,2016-06-30,published,30
Diamond Muon Monitors for the Deep Underground Neutrino Experiment,http://scholar.colorado.edu/honr_theses/1326,2017-05-03,published,40
Diamonds as Potential Particle Detectors,http://scholar.colorado.edu/honr_theses/1181,2016-05-13,published,36
Dictionary of Hdi : A Central Chadic Language of Cameroon,http://scholar.colorado.edu/cuathors/24,2017-08-31,published,0
Dictionary of Hdi: a central Chadic language of Cameroon,http://scholar.colorado.edu/books/26,2017-06-30,published,5
Didn't We Want to Know? Comparative Analysis of Local vs. National Framing of GMO Labeling,http://scholar.colorado.edu/jour_gradetds/24,2017-03-29,published,21
Dielectric Image Line Coupler,http://scholar.colorado.edu/elmimi/74,2014-10-10,published,1
Dielectric Image Line Coupling,http://scholar.colorado.edu/elmimi/71,2014-10-10,published,4
